,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Severodvinsk,64.5635,39.8302,268.15,93,90,3.0,RU,1612052885
360,Lhokseumawe,5.1801,97.1507,296.96,82,44,2.19,ID,1612052826
361,Plouzané,48.3833,-4.6167,283.15,100,90,5.14,FR,1612052885
362,Aksu,41.1231,80.2644,264.52,84,0,1.44,CN,1612052885
363,Ilebo,-4.3167,20.5833,294.64,96,100,0.98,CD,1612052885
364,Gornyy,55.1153,83.9059,244.13,84,32,3.63,RU,1612052886
365,Richards Bay,-28.783,32.0377,296.0,93,96,1.27,ZA,1612052886
366,Formosa,-26.1775,-58.1781,297.15,88,0,4.63,AR,1612052886
367,Gachsaran,30.3586,50.7981,281.51,74,1,0.35,IR,1612052886
368,Zaraza,9.3503,-65.3245,297.96,72,88,5.3,VE,1612052886
369,Brazzaville,-4.2658,15.2832,296.15,100,99,1.54,CG,1612052887
370,Ilulissat,69.2167,-51.1,259.15,61,90,3.6,GL,1612052887
371,Oodweyne,9.4092,45.064,290.68,28,0,3.07,SO,1612052887
372,Diego de Almagro,-26.3667,-70.05,291.21,42,0,1.65,CL,1612052887
373,Yellowknife,62.456,-114.3525,248.15,77,20,2.06,CA,1612052484
374,Itarema,-2.9248,-39.9167,299.46,80,87,4.86,BR,1612052887
375,Sur,22.5667,59.5289,291.66,52,0,1.88,OM,1612052888
376,Diffa,13.3154,12.6113,292.43,26,17,4.76,NE,1612052888
377,Bowen,-20.0167,148.2333,302.15,70,40,8.23,AU,1612052888
378,Goldsboro,35.3849,-77.9928,276.15,52,75,1.54,US,1612052888
379,Gobabis,-22.45,18.9667,297.32,23,97,4.46,NA,1612052888
380,Bañón,40.8382,-1.1909,286.15,38,81,3.6,ES,1612052889
381,Bekhtery,46.251,32.2927,279.47,95,100,4.44,UA,1612052889
382,Whitehorse,60.7161,-135.0538,253.15,77,75,1.03,CA,1612052864
383,Ankang,32.68,109.0172,278.71,57,99,2.24,CN,1612052889
384,Margate,51.3813,1.3862,277.04,77,78,1.79,GB,1612052889
385,Leshukonskoye,64.8989,45.7622,264.51,97,99,2.45,RU,1612052889
386,Vestmannaeyjar,63.4427,-20.2734,272.64,94,88,4.01,IS,1612052837
387,Gejiu,23.306,103.1635,279.41,100,84,2.31,CN,1612052890
388,Tamworth,52.634,-1.6959,273.15,91,51,2.68,GB,1612052890
389,Deputatsky,69.3,139.9,240.86,88,94,0.7,RU,1612052890
390,Necochea,-38.5473,-58.7368,288.15,64,100,5.58,AR,1612052890
391,Fallon,39.4735,-118.7774,280.15,61,40,2.57,US,1612052890
392,Shimoda,34.6667,138.95,283.15,62,20,2.57,JP,1612052841
393,Donaueschingen,47.95,8.5,276.48,94,100,1.59,DE,1612052891
394,Wasilla,61.5814,-149.4394,268.15,86,1,1.54,US,1612052891
395,Qaqortoq,60.7167,-46.0333,277.15,28,75,14.92,GL,1612052891
396,Klyuchi,52.2667,79.1667,259.76,95,100,3.35,RU,1612052891
397,Sanguéya,10.7,-14.3667,293.92,86,0,0.28,GN,1612052891
398,Eyl,7.9803,49.8164,294.42,83,13,4.79,SO,1612052892
399,Osakarovka,50.565,72.5692,265.93,86,100,5.42,KZ,1612052892
400,Amuntai,-2.4177,115.2494,298.19,87,100,0.15,ID,1612052892
401,Atar,20.5169,-13.0499,292.43,22,50,3.13,MR,1612052892
402,Khonsa,27.0167,95.5667,281.21,85,53,1.32,IN,1612052892
403,Williams Lake,52.1415,-122.1445,275.37,69,90,6.69,CA,1612052611
404,Makanya,-4.3667,37.8333,294.39,77,99,1.66,TZ,1612052893
405,Bétaré Oya,5.6,14.0833,292.19,34,36,0.04,CM,1612052893
406,Hauterive,46.0901,3.4459,281.15,71,90,2.06,FR,1612052834
407,Kahama,-3.8333,32.6,290.79,87,79,0.82,TZ,1612052893
408,Noshiro,40.2039,140.0242,269.15,74,75,8.23,JP,1612052893
409,Svetlaya,46.5389,138.3297,256.11,81,94,4.38,RU,1612052893
410,Dolores,-36.3132,-57.6792,288.31,67,100,5.37,AR,1612052652
411,Beyneu,45.3167,55.2,274.57,92,100,5.37,KZ,1612052869
412,Chunhuhub,19.55,-88.6833,294.86,71,83,1.53,MX,1612052894
413,Hofn,64.2539,-15.2082,266.56,83,66,8.69,IS,1612052637
414,Alexandroupoli,40.8475,25.8744,278.71,88,0,0.45,GR,1612052895
415,Nago,26.5881,127.9761,287.15,88,1,2.57,JP,1612052852
416,North Platte,41.1239,-100.7654,272.15,80,90,9.77,US,1612052895
417,Divnogorsk,55.9594,92.3619,234.15,67,0,0.94,RU,1612052775
418,Mayumba,-3.432,10.6554,298.95,84,100,1.06,GA,1612052895
419,Chizhou,30.6578,117.4831,283.34,65,93,1.45,CN,1612052895
420,Benguela,-12.5763,13.4055,298.11,76,92,1.83,AO,1612052896
421,Rovinj,45.08,13.64,283.15,93,90,4.12,HR,1612052896
422,Abu Kamal,34.4506,40.9171,284.56,45,69,6.99,SY,1612052896
423,Saint-Louis,16.3333,-15.0,298.15,33,0,1.03,SN,1612052896
424,Hīt,33.6416,42.8251,283.32,57,16,3.91,IQ,1612052896
425,São José da Coroa Grande,-8.8978,-35.1478,298.98,80,43,3.51,BR,1612052897
426,Balabac,7.9868,117.0645,300.19,78,79,10.47,PH,1612052897
427,Ijevan,40.8783,45.1492,274.75,78,12,4.46,AM,1612052897
428,Mount Isa,-20.7333,139.5,308.15,28,80,2.57,AU,1612052650
429,Chapleau,47.8405,-83.4034,259.15,72,1,2.06,CA,1612052898
430,Faisalabad,31.4167,73.0833,282.71,43,0,2.12,PK,1612052898
431,Hambantota,6.1241,81.1185,297.15,100,20,4.12,LK,1612052898
432,Ca Mau,9.1769,105.15,296.41,81,73,2.33,VN,1612052898
433,Huilong,31.8111,121.655,284.82,73,97,1.79,CN,1612052898
434,Samarai,-10.6167,150.6667,302.17,74,100,7.85,PG,1612052899
435,Powell River,49.8496,-124.5361,280.15,87,75,7.2,CA,1612052899
436,San Quintín,30.4833,-115.95,288.86,63,0,5.44,MX,1612052899
437,Airai,-8.9266,125.4092,289.93,100,100,2.26,TL,1612052899
438,Beira,-19.8436,34.8389,299.27,86,64,2.65,MZ,1612052899
439,Storforshei,66.4043,14.5233,257.59,80,22,2.24,NO,1612052899
440,Epping,-33.7727,151.0818,296.48,87,95,0.89,AU,1612052900
441,Columbia,34.0007,-81.0348,281.15,42,90,3.09,US,1612052705
442,Kupang,-10.1667,123.5833,301.15,89,75,5.66,ID,1612052900
443,Matai,-8.3,31.5167,288.31,89,100,0.83,TZ,1612052900
444,Tomatlán,19.9333,-105.25,302.99,37,0,2.05,MX,1612052900
445,Kemijärvi,66.7131,27.4306,261.29,96,100,1.61,FI,1612052900
446,Bonavista,48.6499,-53.1147,271.48,93,98,2.57,CA,1612052901
447,Pampa,35.5362,-100.9599,286.15,40,1,6.17,US,1612052896
448,Mareeba,-17.0,145.4333,305.37,65,40,5.14,AU,1612052901
449,Petukhovo,55.0692,67.9019,262.26,93,98,3.55,RU,1612052901
450,Bhopal,23.2667,77.4,280.15,81,0,2.06,IN,1612052688
451,Praia da Vitória,38.7333,-27.0667,291.15,88,75,7.98,PT,1612052868
452,Chala,-7.5833,31.2667,287.14,93,94,0.69,TZ,1612052902
453,Departamento de Maldonado,-34.6667,-54.9167,293.15,73,75,7.2,UY,1612052902
454,Meoqui,28.2833,-105.4833,289.15,31,1,7.72,MX,1612052902
455,Shakawe,-18.3667,21.85,294.18,93,100,1.14,BW,1612052755
456,Prince Rupert,54.3161,-130.3201,278.15,75,1,1.54,CA,1612052902
457,Khorixas,-20.3667,14.9667,293.3,57,97,2.84,NA,1612052902
458,Puerto Ayacucho,5.6639,-67.6236,302.05,54,62,3.69,VE,1612052903
459,Red Bluff,40.1785,-122.2358,286.15,54,90,2.57,US,1612052903
460,Ostrovnoy,68.0531,39.5131,263.51,95,100,3.45,RU,1612052785
461,Manggar,-2.8833,108.2667,299.5,83,99,4.28,ID,1612052903
462,Umm Kaddadah,13.6017,26.6876,289.91,28,0,6.11,SD,1612052904
463,Nakamura,32.9833,132.9333,281.85,66,3,1.95,JP,1612052882
464,Bariloche,-41.1456,-71.3082,295.15,30,40,6.69,AR,1612052904
465,São Félix do Xingu,-6.6447,-51.995,296.06,94,100,1.0,BR,1612052779
466,Medicine Hat,50.0501,-110.6683,264.26,79,75,2.57,CA,1612052775
467,Mangaratiba,-22.9597,-44.0406,299.15,78,0,1.54,BR,1612052905
468,Laas,46.6166,10.7002,276.48,100,90,1.25,IT,1612052822
469,Doha,25.2867,51.5333,291.15,63,0,5.14,QA,1612052905
470,Jinchang,38.4953,102.1739,267.55,64,0,1.84,CN,1612052905
471,Champerico,14.3,-91.9167,302.15,65,40,4.12,GT,1612052905
472,San Andrés,12.5847,-81.7006,300.15,74,40,6.17,CO,1612052905
473,Half Moon Bay,37.4636,-122.4286,287.59,76,90,4.12,US,1612052832
474,Shwebo,22.5667,95.7,288.58,50,0,1.9,MM,1612052906
475,Anadyr,64.75,177.4833,253.15,71,20,12.0,RU,1612052863
476,Belmonte,-15.8631,-38.8828,299.15,73,40,4.63,BR,1612052906
477,Saint-Pierre,-21.3393,55.4781,299.15,65,0,3.09,RE,1612052907
478,Tutóia,-2.7619,-42.2744,299.95,81,100,5.52,BR,1612052907
479,Olden,61.8364,6.8064,272.04,93,99,1.94,NO,1612052907
480,Bagdarin,54.4333,113.6,238.55,76,0,1.12,RU,1612052907
481,Chul'man,56.8479,124.9104,235.43,81,100,0.27,RU,1612052892
482,Bilma,18.6853,12.9164,287.76,31,14,1.74,NE,1612052651
483,Jiancheng,30.391,104.5491,279.82,64,95,0.45,CN,1612052907
484,Lubango,-14.9172,13.4925,289.81,87,92,1.34,AO,1612052908
485,Concarneau,47.875,-3.9225,284.15,93,90,5.14,FR,1612052908
486,Kiryat Gat,31.61,34.7642,285.93,58,0,0.45,IL,1612052825
487,Banjarmasin,-3.3244,114.591,298.15,94,20,1.03,ID,1612052908
488,Morón,-34.6534,-58.6198,290.93,91,100,2.68,AR,1612052893
489,Thurso,58.5927,-3.5259,272.15,80,97,2.06,GB,1612052908
490,Anamur,36.0751,32.8369,283.15,100,40,2.06,TR,1612052832
491,Poso,-1.3959,120.7524,300.15,69,100,1.29,ID,1612052909
492,Katobu,-4.9408,122.5276,298.47,90,100,1.3,ID,1612052909
493,Dhārchula,29.85,80.5333,278.82,40,0,2.78,IN,1612052909
494,Petropavlovsk-Kamchatskiy,53.0452,158.6483,271.15,50,99,6.0,RU,1612052909
495,Brownsville,25.9018,-97.4975,297.15,73,40,9.77,US,1612052280
496,Tambura,5.6,27.4667,293.5,24,28,1.41,SS,1612052910
497,Manokwari,-0.8667,134.0833,299.5,81,100,6.11,ID,1612052893
498,Sayyan,15.1718,44.3244,282.01,46,37,2.24,YE,1612052906
499,Ukiah,39.1502,-123.2078,287.04,47,90,4.63,US,1612052837
500,Lucea,18.451,-78.1736,298.15,73,20,8.75,JM,1612052910
501,Port Macquarie,-31.4333,152.9167,302.59,59,46,1.34,AU,1612052802
502,Avallon,47.4833,3.9,280.52,94,100,3.03,FR,1612052911
503,Mahrīz,31.5917,54.4318,278.93,55,0,2.13,IR,1612052911
504,Bandarbeyla,9.4942,50.8122,296.28,73,37,6.82,SO,1612052858
505,Saint Anthony,45.0205,-93.218,273.15,74,90,4.12,US,1612052911
506,Gayny,60.3071,54.3241,269.24,97,99,4.18,RU,1612052911
507,Dezful,32.3811,48.4058,282.18,61,0,0.75,IR,1612052911
508,Los Llanos de Aridane,28.6585,-17.9182,291.15,77,90,5.66,ES,1612052909
509,Philadelphia,39.9523,-75.1638,273.15,37,20,2.57,US,1612052754
510,Lorengau,-2.0226,147.2712,301.81,78,99,5.06,PG,1612052862
511,Nyurba,63.2842,118.3319,234.44,81,100,1.14,RU,1612052912
512,Grand Gaube,-20.0064,57.6608,297.59,86,6,1.34,MU,1612052848
513,Hongjiang,27.11,109.9956,282.15,87,100,0.48,CN,1612052912
514,Saint-Joseph,-21.3667,55.6167,299.15,65,0,3.09,RE,1612052913
515,Andenes,69.3143,16.1194,269.26,74,47,3.6,NO,1612052913
516,Mapiripán,2.8892,-72.1256,299.85,64,66,2.31,CO,1612052913
517,Labuhan,-6.8844,112.2051,299.3,84,81,3.0,ID,1612052913
518,Nangong,37.3581,115.3744,270.94,94,72,3.36,CN,1612052913
519,Coquimbo,-29.9533,-71.3436,292.15,82,90,3.09,CL,1612052751
520,Ormara,25.2088,64.6357,293.05,71,0,4.94,PK,1612052888
521,Vakhrushev,48.9833,142.9667,256.51,87,100,1.82,RU,1612052914
522,Sepuka,-4.75,34.5333,289.3,88,33,2.63,TZ,1612052914
523,Pueblo,38.2545,-104.6091,283.15,40,90,3.09,US,1612052706
524,Bermejo,-32.8833,-68.8,292.15,68,40,3.09,AR,1612052914
525,Moose Factory,51.2585,-80.6094,252.15,84,1,2.06,CA,1612052890
526,Burnie,-41.0667,145.9167,290.33,61,82,2.28,AU,1612052915
527,Ahipara,-35.1667,173.1667,295.41,48,0,2.52,NZ,1612052854
528,Sal'sk,46.4725,41.5428,276.62,88,81,5.73,RU,1612052915
529,Vila Velha,-20.3297,-40.2925,299.15,78,20,4.63,BR,1612052842
530,Ust'-Koksa,50.2696,85.6108,258.61,82,0,0.46,RU,1612052915
531,Nuquí,5.7125,-77.2708,298.38,84,78,1.45,CO,1612052916
532,Tonami,37.0013,137.7272,275.93,93,75,1.03,JP,1612052916
533,Dauphin,51.1494,-100.0502,266.15,93,90,1.54,CA,1612052916
534,Chongwe,-15.3292,28.682,290.97,92,100,0.43,ZM,1612052916
535,Pindiga,9.9833,10.9333,294.48,24,0,4.21,NG,1612052916
536,Kisanga,-7.4362,37.7034,296.56,88,79,1.35,TZ,1612052916
537,Chincha Alta,-13.4099,-76.1323,296.15,68,0,7.72,PE,1612052917
538,Ust'-Shonosha,61.1531,41.343,265.25,96,97,3.46,RU,1612052917
539,Singkawang,0.9,109.0,297.45,91,100,2.99,ID,1612052917
540,Arman',59.7,150.1667,247.38,78,35,7.88,RU,1612052917
541,Halifax,44.6453,-63.5724,265.37,80,100,1.34,CA,1612052866
542,Annau,37.8876,58.516,284.15,58,75,5.14,TM,1612052917
543,Koslan,63.4564,48.8989,268.99,97,100,3.93,RU,1612052917
544,Korla,41.7597,86.1469,266.14,84,0,2.15,CN,1612052918
545,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,299.26,68,40,0.89,AR,1612052909
546,Tygda,53.1167,126.3333,236.39,82,35,0.18,RU,1612052918
547,Port Hardy,50.6996,-127.4199,281.15,81,90,10.29,CA,1612052814
548,Zhadovka,53.5746,46.9498,271.76,98,99,4.05,RU,1612052918
549,Manali,13.1667,80.2667,295.15,94,20,2.45,IN,1612052919
550,Lethem,3.3803,-59.7968,300.29,67,7,5.15,GY,1612052919
551,Ketchikan,55.3422,-131.6461,276.15,87,40,1.88,US,1612052919
552,Lermontovka,47.1453,134.3383,245.94,83,0,2.04,RU,1612052919
553,Zheshart,62.0731,49.5733,270.52,98,100,4.08,RU,1612052919
554,Kamenka,51.3223,42.7678,274.82,93,100,6.84,RU,1612052919
555,Santa Fe,-31.6333,-60.7,294.26,84,99,3.13,AR,1612052920
556,Caxito,-8.5785,13.6643,299.15,83,75,2.06,AO,1612052641
557,Mormugao,15.4,73.8,296.21,56,1,2.68,IN,1612052862
558,Gravdal,68.1214,13.5031,269.87,88,1,2.21,NO,1612052882
559,Bintulu,3.1667,113.0333,298.15,94,40,2.21,MY,1612052920
560,Naryan-Mar,67.6713,53.087,256.79,93,98,5.22,RU,1612052920
561,Antequera,37.0194,-4.5612,288.15,55,0,8.23,ES,1612052921
562,Timmins,48.4669,-81.3331,255.15,85,1,1.03,CA,1612052921
563,Kotel'nich,58.3089,48.348,265.23,97,49,3.84,RU,1612052921
564,Pulandian,39.3953,121.9669,276.15,87,75,5.0,CN,1612052921
565,Nisibis,37.0778,41.2178,279.15,81,75,9.26,TR,1612052703
566,El Higo,21.7667,-98.4667,296.9,79,98,2.59,MX,1612052921
567,Byron Bay,-28.65,153.6167,300.15,69,75,4.63,AU,1612052705
